DocumentID,DatesDocumentID,timestamp,name,County,Name,data,Surf Height: Size,Surf Height: Direction,Surf Height: Period,Surf Height: Angle,Wave Power,Primary -> height,Primary -> letters,Primary -> period,Primary -> angle,Primary -> Points off,Seconday 1 -> height,Seconday 1 -> letters,Seconday 1 -> period,Seconday 1 -> angle,Secondary 1 -> Points off,Seconday 2 -> height,Seconday 2 -> letters,Seconday 2 -> period,Seconday 2 -> angle,Secondary 2 -> Points off,Seconday 3 -> height,Seconday 3 -> letters,Seconday 3 -> period,Seconday 3 -> angle,Secondary 3 -> Points off,Wind Direction (NSEW),Wind Direction (Human Relation),Wind Direction (Angle),Primary Wind Speed,Wind -> Points off
13th Street,Sunday-1-10PM,01 December 2024: 12:19PM,Orange County,Orange County,13th Street,"['Sunday', 'December', 1, 2024, '10PM']",0.6,WNW,18.0,108.0,243,0.6,WNW,18,108.0,0.0,0.4,SSW,12.0,14.0,4.0,0.4,SW,18.0,34.0,3.0,,,,,,WSW,cross-on,74.0,5.0,7.0
13th Street,Sunday-1-7AM,01 December 2024: 12:19PM,Orange County,Orange County,13th Street,"['Sunday', 'December', 1, 2024, '7AM']",0.4,SSW,12.0,14.0,58,0.4,SSW,12,14.0,4.0,0.3,SW,19.0,45.0,3.0,0.2,WNW,20.0,117.0,0.0,,,,,,ESE,glass,291.0,0.0,3.0
13th Street,Wednesday-27-10AM,26 November 2024: 7:10PM,Orange County,Orange County,13th Street,"['Wednesday', 'November', 27, 2024, '10AM']",0.4,WSW,6.0,76.0,14,0.4,WSW,6,76.0,2.0,-0.3,S,11.0,-0.0,5.0,-0.8,S,18.0,7.0,5.0,,,,,,SW,on,56.0,10.0,8.0
13th Street,Monday-2-1AM,01 December 2024: 12:19PM,Orange County,Orange County,13th Street,"['Monday', 'December', 2, 2024, '1AM']",0.6,WNW,17.0,108.0,237,0.6,WNW,17,108.0,0.0,0.4,SSW,12.0,14.0,4.0,0.4,SW,18.0,45.0,3.0,,,,,,W,glass,91.0,5.0,6.0
13th Street,Monday-2-7AM,01 December 2024: 12:19PM,Orange County,Orange County,13th Street,"['Monday', 'December', 2, 2024, '7AM']",0.6,WNW,16.0,108.0,206,0.6,WNW,16,108.0,0.0,0.4,SSW,12.0,14.0,4.0,0.4,SW,18.0,45.0,3.0,,,,,,W,glass,97.0,5.0,6.0
13th Street,Monday-2-10AM,01 December 2024: 12:19PM,Orange County,Orange County,13th Street,"['Monday', 'December', 2, 2024, '10AM']",0.6,WNW,16.0,108.0,201,0.6,WNW,16,108.0,0.0,0.4,SSW,12.0,14.0,4.0,0.4,SW,18.0,34.0,3.0,,,,,,WNW,glass,117.0,0.0,5.0
204,Saturday-30-10AM,29 November 2024: 7:21PM,Orange County,Orange County,204,"['Saturday', 'November', 30, 2024, '10AM']",0.6,S,13.0,9.0,128,0.6,S,13,9.0,1.0,0.3,W,7.0,90.0,3.0,0.2,SSE,8.0,333.0,2.0,,,,,,W,cross-on,80.0,5.0,6.0
204,Monday-2-4PM,01 December 2024: 12:19PM,Orange County,Orange County,204,"['Monday', 'December', 2, 2024, '4PM']",0.7,WNW,16.0,106.0,259,0.7,WNW,16,106.0,4.0,0.4,SW,16.0,34.0,1.0,0.3,S,12.0,-0.0,1.0,0.3,W,3.0,90.0,3.0,WNW,cross-on,103.0,10.0,5.0
204,Tuesday-26-1PM,26 November 2024: 7:10PM,Orange County,Orange County,204,"['Tuesday', 'November', 26, 2024, '1PM']",0.5,S,21.0,11.0,231,0.5,S,21,11.0,1.0,0.5,W,8.0,90.0,3.0,0.3,SSW,12.0,18.0,0.0,,,,,,WNW,cross-on,102.0,10.0,5.0
204,Tuesday-26-4PM,26 November 2024: 7:10PM,Orange County,Orange County,204,"['Tuesday', 'November', 26, 2024, '4PM']",0.5,S,21.0,-0.0,212,0.5,S,21,-0.0,1.0,0.5,W,8.0,90.0,3.0,0.3,SSW,12.0,18.0,0.0,,,,,,W,cross-on,101.0,10.0,6.0
204,Wednesday-27-4PM,27 November 2024: 5:33PM,Orange County,Orange County,204,"['Wednesday', 'November', 27, 2024, '4PM']",1.1,SSW,18.0,15.0,799,1.1,SSW,18,15.0,0.0,0.2,WNW,13.0,117.0,4.0,0.1,W,20.0,90.0,3.0,,,,,,W,cross-on,101.0,10.0,6.0
204,Saturday-30-10PM,30 November 2024: 12:33PM,Orange County,Orange County,204,"['Saturday', 'November', 30, 2024, '10PM']",0.6,S,13.0,9.0,125,0.6,S,13,9.0,1.0,0.3,SW,18.0,45.0,1.0,0.2,S,8.0,-0.0,1.0,,,,,,SE,glass,326.0,5.0,4.0
204,Monday-2-4AM,01 December 2024: 12:19PM,Orange County,Orange County,204,"['Monday', 'December', 2, 2024, '4AM']",0.7,WNW,17.0,106.0,300,0.7,WNW,17,106.0,4.0,0.5,SW,18.0,37.0,1.0,0.4,S,12.0,-0.0,1.0,0.1,W,7.0,90.0,3.0,NNW,glass,168.0,5.0,3.0
204,Monday-2-1AM,01 December 2024: 12:19PM,Orange County,Orange County,204,"['Monday', 'December', 2, 2024, '1AM']",0.6,WNW,18.0,108.0,240,0.6,WNW,18,108.0,4.0,0.5,SW,18.0,37.0,1.0,0.4,SSW,12.0,14.0,0.0,,,,,,NW,glass,139.0,5.0,4.0
204,Tuesday-26-10PM,26 November 2024: 7:10PM,Orange County,Orange County,204,"['Tuesday', 'November', 26, 2024, '10PM']",0.9,S,20.0,6.0,611,0.9,S,20,6.0,1.0,0.4,W,7.0,90.0,3.0,0.3,SSW,12.0,18.0,0.0,,,,,,NW,cross,126.0,5.0,4.0
204,Thursday-28-10AM,27 November 2024: 5:33PM,Orange County,Orange County,204,"['Thursday', 'November', 28, 2024, '10AM']",1.0,S,16.0,11.0,529,1.0,S,16,11.0,1.0,0.4,W,6.0,90.0,3.0,0.3,S,11.0,-0.0,1.0,,,,,,W,glass,83.0,5.0,6.0
204,Thursday-28-7AM,27 November 2024: 5:33PM,Orange County,Orange County,204,"['Thursday', 'November', 28, 2024, '7AM']",1.0,S,16.0,11.0,529,1.0,S,16,11.0,1.0,0.4,W,6.0,90.0,3.0,0.3,S,11.0,-0.0,1.0,,,,,,N,cross-off,191.0,5.0,2.0
204,Wednesday-27-10PM,27 November 2024: 5:33PM,Orange County,Orange County,204,"['Wednesday', 'November', 27, 2024, '10PM']",1.0,S,18.0,6.0,606,1.0,S,18,6.0,1.0,0.3,W,6.0,90.0,3.0,0.3,S,11.0,-0.0,1.0,,,,,,NW,glass,142.0,5.0,4.0
56th St,Tuesday-26-1PM,26 November 2024: 7:10PM,Orange County,Orange County,56th St,"['Tuesday', 'November', 26, 2024, '1PM']",0.5,S,21.0,11.0,231,0.5,S,21,11.0,2.0,0.4,W,8.0,90.0,2.0,0.3,SSW,12.0,18.0,1.0,,,,,,W,cross,95.0,10.0,5.0
56th St,Sunday-1-1PM,01 December 2024: 12:19PM,Orange County,Orange County,56th St,"['Sunday', 'December', 1, 2024, '1PM']",0.4,SSW,12.0,14.0,75,0.4,SSW,12,14.0,1.0,0.3,WNW,20.0,108.0,3.0,0.2,SSW,19.0,27.0,1.0,,,,,,SW,cross-on,53.0,5.0,7.0
56th St,Sunday-1-10AM,01 December 2024: 12:19PM,Orange County,Orange County,56th St,"['Sunday', 'December', 1, 2024, '10AM']",0.4,SSW,12.0,14.0,58,0.4,SSW,12,14.0,1.0,0.3,SW,19.0,45.0,0.0,0.2,WNW,20.0,117.0,3.0,,,,,,SE,glass,310.0,0.0,5.0
56th St,Tuesday-26-10PM,26 November 2024: 7:10PM,Orange County,Orange County,56th St,"['Tuesday', 'November', 26, 2024, '10PM']",0.8,S,20.0,7.0,485,0.8,S,20,7.0,2.0,0.4,W,7.0,90.0,2.0,0.3,SSW,12.0,18.0,1.0,,,,,,WSW,cross-on,66.0,5.0,6.0
56th St,Wednesday-27-10AM,26 November 2024: 7:10PM,Orange County,Orange County,56th St,"['Wednesday', 'November', 27, 2024, '10AM']",0.8,S,18.0,7.0,408,0.8,S,18,7.0,2.0,0.3,WSW,6.0,72.0,1.0,0.3,SSW,11.0,18.0,1.0,,,,,,WSW,cross-on,67.0,10.0,6.0
56th St,Friday-29-1PM,29 November 2024: 7:21PM,Orange County,Orange County,56th St,"['Friday', 'November', 29, 2024, '1PM']",0.7,S,14.0,8.0,206,0.7,S,14,8.0,2.0,0.4,W,8.0,90.0,2.0,0.2,S,9.0,-0.0,2.0,,,,,,NNW,cross-off,167.0,10.0,2.0
56th St,Thursday-28-10AM,27 November 2024: 5:33PM,Orange County,Orange County,56th St,"['Thursday', 'November', 28, 2024, '10AM']",0.9,SSW,16.0,13.0,432,0.9,SSW,16,13.0,1.0,0.4,WSW,6.0,76.0,1.0,0.3,S,11.0,-0.0,2.0,,,,,,N,glass,184.0,5.0,1.0
56th St,Thursday-28-7AM,27 November 2024: 5:33PM,Orange County,Orange County,56th St,"['Thursday', 'November', 28, 2024, '7AM']",0.9,S,16.0,6.0,417,0.9,S,16,6.0,2.0,0.3,WSW,6.0,72.0,1.0,0.3,S,11.0,-0.0,2.0,,,,,,N,off,187.0,5.0,1.0
56th St,Wednesday-27-10PM,27 November 2024: 5:33PM,Orange County,Orange County,56th St,"['Wednesday', 'November', 27, 2024, '10PM']",0.9,S,18.0,6.0,498,0.9,S,18,6.0,2.0,0.3,WSW,6.0,72.0,1.0,0.3,SSW,11.0,18.0,1.0,,,,,,WNW,glass,110.0,5.0,4.0
Anderson Street,Tuesday-26-1PM,26 November 2024: 7:10PM,Orange County,Orange County,Anderson Street,"['Tuesday', 'November', 26, 2024, '1PM']",0.5,S,21.0,11.0,231,0.5,S,21,11.0,2.0,0.4,W,8.0,90.0,2.0,0.3,SSW,12.0,18.0,1.0,,,,,,WSW,cross-on,70.0,10.0,7.0
Anderson Street,Sunday-1-1PM,01 December 2024: 12:19PM,Orange County,Orange County,Anderson Street,"['Sunday', 'December', 1, 2024, '1PM']",0.4,SSW,12.0,14.0,75,0.4,SSW,12,14.0,1.0,0.3,WNW,20.0,108.0,3.0,0.2,SSW,19.0,27.0,1.0,,,,,,SW,on,46.0,10.0,8.0
Anderson Street,Sunday-1-10AM,01 December 2024: 12:19PM,Orange County,Orange County,Anderson Street,"['Sunday', 'December', 1, 2024, '10AM']",0.4,SSW,12.0,14.0,58,0.4,SSW,12,14.0,1.0,0.3,SW,19.0,45.0,0.0,0.2,WNW,20.0,117.0,3.0,,,,,,ESE,glass,294.0,0.0,3.0
Anderson Street,Tuesday-26-10PM,26 November 2024: 7:10PM,Orange County,Orange County,Anderson Street,"['Tuesday', 'November', 26, 2024, '10PM']",0.8,S,20.0,7.0,485,0.8,S,20,7.0,2.0,0.4,W,7.0,90.0,2.0,0.3,SSW,12.0,18.0,1.0,,,,,,SW,on,51.0,10.0,8.0
Anderson Street,Wednesday-27-10AM,26 November 2024: 7:10PM,Orange County,Orange County,Anderson Street,"['Wednesday', 'November', 27, 2024, '10AM']",0.8,S,18.0,7.0,408,0.8,S,18,7.0,2.0,0.3,WSW,6.0,72.0,1.0,0.3,SSW,11.0,18.0,1.0,,,,,,SW,on,56.0,10.0,8.0
Anderson Street,Friday-29-1PM,29 November 2024: 7:21PM,Orange County,Orange County,Anderson Street,"['Friday', 'November', 29, 2024, '1PM']",0.7,S,14.0,8.0,206,0.7,S,14,8.0,2.0,0.4,W,8.0,90.0,2.0,0.2,S,9.0,-0.0,2.0,,,,,,N,cross-off,174.0,10.0,2.0
Anderson Street,Thursday-28-10AM,27 November 2024: 5:33PM,Orange County,Orange County,Anderson Street,"['Thursday', 'November', 28, 2024, '10AM']",0.9,SSW,16.0,13.0,432,0.9,SSW,16,13.0,1.0,0.4,WSW,6.0,76.0,1.0,0.3,S,11.0,-0.0,2.0,,,,,,NNE,off,208.0,5.0,1.0
Anderson Street,Thursday-28-7AM,27 November 2024: 5:33PM,Orange County,Orange County,Anderson Street,"['Thursday', 'November', 28, 2024, '7AM']",0.9,S,16.0,6.0,417,0.9,S,16,6.0,2.0,0.3,WSW,6.0,72.0,1.0,0.3,S,11.0,-0.0,2.0,,,,,,N,cross-off,191.0,5.0,2.0
Anderson Street,Wednesday-27-10PM,27 November 2024: 5:33PM,Orange County,Orange County,Anderson Street,"['Wednesday', 'November', 27, 2024, '10PM']",0.9,S,18.0,6.0,498,0.9,S,18,6.0,2.0,0.3,WSW,6.0,72.0,1.0,0.3,SSW,11.0,18.0,1.0,,,,,,W,glass,91.0,5.0,6.0
Avila Beach,Saturday-30-7PM,30 November 2024: 12:33PM,San Luis Obispo County,San Luis Obispo County,Avila Beach,"['Saturday', 'November', 30, 2024, '7PM']",0.6,S,13.0,9.0,126,0.6,S,13,9.0,2.0,0.4,WNW,12.0,117.0,3.0,0.2,WNW,22.0,117.0,3.0,,,,,,WNW,cross,110.0,5.0,4.0
Avila Beach,Saturday-30-4PM,30 November 2024: 12:33PM,San Luis Obispo County,San Luis Obispo County,Avila Beach,"['Saturday', 'November', 30, 2024, '4PM']",0.6,S,13.0,9.0,126,0.6,S,13,9.0,2.0,0.4,WNW,12.0,117.0,3.0,0.2,W,7.0,90.0,2.0,,,,,,SSE,glass,338.0,0.0,6.0
Avila Beach,Saturday-30-1PM,30 November 2024: 12:33PM,San Luis Obispo County,San Luis Obispo County,Avila Beach,"['Saturday', 'November', 30, 2024, '1PM']",0.6,S,13.0,9.0,128,0.6,S,13,9.0,2.0,0.4,WNW,12.0,117.0,3.0,0.2,W,7.0,90.0,2.0,,,,,,WNW,cross-off,123.0,10.0,4.0
Avila Beach,Tuesday-26-4PM,26 November 2024: 7:10PM,San Luis Obispo County,San Luis Obispo County,Avila Beach,"['Tuesday', 'November', 26, 2024, '4PM']",0.6,WSW,6.0,59.0,231,0.6,WSW,6,59.0,1.0,0.5,WNW,8.0,112.0,3.0,0.5,S,21.0,11.0,2.0,,,,,,N,off,183.0,10.0,1.0
Avila Beach,Wednesday-27-7AM,26 November 2024: 7:10PM,San Luis Obispo County,San Luis Obispo County,Avila Beach,"['Wednesday', 'November', 27, 2024, '7AM']",0.9,SSW,19.0,13.0,627,0.9,SSW,19,13.0,1.0,0.5,NW,9.0,127.0,4.0,0.4,WNW,13.0,117.0,3.0,,,,,,NNE,off,212.0,10.0,0.0
Avila Beach,Tuesday-26-10PM,26 November 2024: 7:10PM,San Luis Obispo County,San Luis Obispo County,Avila Beach,"['Tuesday', 'November', 26, 2024, '10PM']",0.7,WNW,10.0,117.0,279,0.7,WNW,10,117.0,3.0,0.6,S,20.0,9.0,2.0,0.4,SSW,12.0,14.0,1.0,,,,,,N,cross-off,169.0,5.0,1.0
Avila Beach,Monday-2-1PM,01 December 2024: 12:19PM,San Luis Obispo County,San Luis Obispo County,Avila Beach,"['Monday', 'December', 2, 2024, '1PM']",1.6,WNW,16.0,108.0,1178,1.6,WNW,16,108.0,3.0,0.4,SSW,17.0,27.0,1.0,0.4,SSW,12.0,14.0,1.0,,,,,,WNW,cross,115.0,10.0,4.0
Avila Beach,Monday-2-1AM,01 December 2024: 12:19PM,San Luis Obispo County,San Luis Obispo County,Avila Beach,"['Monday', 'December', 2, 2024, '1AM']",1.6,WNW,16.0,108.0,1271,1.6,WNW,16,108.0,3.0,0.5,SW,18.0,37.0,0.0,0.4,SSW,12.0,14.0,1.0,,,,,,N,glass,170.0,5.0,1.0
Avila Beach,Sunday-1-10AM,01 December 2024: 12:19PM,San Luis Obispo County,San Luis Obispo County,Avila Beach,"['Sunday', 'December', 1, 2024, '10AM']",1.1,WNW,19.0,105.0,882,1.1,WNW,19,105.0,3.0,0.5,WNW,12.0,112.0,3.0,0.5,S,12.0,11.0,2.0,,,,,,SW,glass,43.0,5.0,7.0
Avila Beach,Monday-2-10AM,01 December 2024: 12:19PM,San Luis Obispo County,San Luis Obispo County,Avila Beach,"['Monday', 'December', 2, 2024, '10AM']",1.6,WNW,16.0,108.0,1224,1.6,WNW,16,108.0,3.0,0.5,SW,18.0,37.0,0.0,0.4,SSW,12.0,14.0,1.0,,,,,,WNW,glass,111.0,0.0,4.0
Avila Beach,Sunday-1-7PM,01 December 2024: 12:19PM,San Luis Obispo County,San Luis Obispo County,Avila Beach,"['Sunday', 'December', 1, 2024, '7PM']",1.6,WNW,17.0,108.0,1467,1.6,WNW,17,108.0,3.0,0.4,WNW,11.0,117.0,3.0,0.4,SSW,12.0,14.0,1.0,,,,,,NNE,glass,195.0,5.0,0.0
Avila Beach,Sunday-1-10PM,01 December 2024: 12:19PM,San Luis Obispo County,San Luis Obispo County,Avila Beach,"['Sunday', 'December', 1, 2024, '10PM']",1.6,WNW,16.0,108.0,1335,1.6,WNW,16,108.0,3.0,0.4,SSW,12.0,14.0,1.0,0.4,WNW,11.0,117.0,3.0,,,,,,NE,glass,223.0,5.0,1.0
Ballona Creek and Jetty,Sunday-1-4PM,01 December 2024: 12:19PM,Los Angeles County,Los Angeles County,Ballona Creek and Jetty,"['Sunday', 'December', 1, 2024, '4PM']",0.4,WNW,18.0,104.0,114,0.4,WNW,18,104.0,2.0,0.3,SSW,12.0,18.0,2.0,0.1,SW,16.0,45.0,1.0,,,,,,WSW,cross-on,70.0,10.0,7.0
Ballona Creek and Jetty,Monday-2-4PM,01 December 2024: 12:19PM,Los Angeles County,Los Angeles County,Ballona Creek and Jetty,"['Monday', 'December', 2, 2024, '4PM']",0.5,W,16.0,101.0,127,0.5,W,16,101.0,1.0,0.4,SW,16.0,34.0,1.0,0.3,S,11.0,-0.0,3.0,0.3,W,3.0,90.0,1.0,WSW,on,58.0,10.0,7.0
Ballona Creek and Jetty,Tuesday-26-1PM,26 November 2024: 7:10PM,Los Angeles County,Los Angeles County,Ballona Creek and Jetty,"['Tuesday', 'November', 26, 2024, '1PM']",0.5,W,8.0,79.0,142,0.5,W,8,79.0,1.0,0.4,S,21.0,-0.0,3.0,0.2,SSW,12.0,27.0,2.0,,,,,,SW,on,39.0,5.0,8.0
Ballona Creek and Jetty,Friday-29-4PM,29 November 2024: 7:21PM,Los Angeles County,Los Angeles County,Ballona Creek and Jetty,"['Friday', 'November', 29, 2024, '4PM']",0.5,S,14.0,11.0,107,0.5,S,14,11.0,3.0,0.4,W,8.0,90.0,1.0,0.1,S,10.0,-0.0,3.0,,,,,,NNW,cross-off,163.0,10.0,3.0
Ballona Creek and Jetty,Sunday-1-1AM,30 November 2024: 12:33PM,Los Angeles County,Los Angeles County,Ballona Creek and Jetty,"['Sunday', 'December', 1, 2024, '1AM']",0.4,SSW,13.0,14.0,56,0.4,SSW,13,14.0,2.0,0.2,SSW,19.0,27.0,2.0,0.2,W,7.0,90.0,1.0,0.1,W,22.0,90.0,1.0,N,glass,171.0,0.0,2.0
Ballona Creek and Jetty,Tuesday-26-10PM,26 November 2024: 7:10PM,Los Angeles County,Los Angeles County,Ballona Creek and Jetty,"['Tuesday', 'November', 26, 2024, '10PM']",0.5,S,20.0,11.0,194,0.5,S,20,11.0,3.0,0.4,WSW,7.0,76.0,0.0,0.3,SSW,12.0,18.0,2.0,,,,,,SW,glass,46.0,5.0,8.0
Ballona Creek and Jetty,Thursday-28-1AM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,Ballona Creek and Jetty,"['Thursday', 'November', 28, 2024, '1AM']",0.6,S,17.0,9.0,220,0.6,S,17,9.0,3.0,0.4,WSW,6.0,76.0,0.0,0.2,SSW,11.0,27.0,2.0,,,,,,NNW,glass,153.0,5.0,3.0
Ballona Creek and Jetty,Wednesday-27-7PM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,Ballona Creek and Jetty,"['Wednesday', 'November', 27, 2024, '7PM']",0.7,S,18.0,8.0,307,0.7,S,18,8.0,3.0,0.4,WSW,6.0,76.0,0.0,0.2,S,11.0,-0.0,3.0,,,,,,WSW,glass,75.0,5.0,7.0
Ballona Creek and Jetty,Thursday-28-10AM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,Ballona Creek and Jetty,"['Thursday', 'November', 28, 2024, '10AM']",0.7,S,16.0,8.0,254,0.7,S,16,8.0,3.0,0.4,WSW,6.0,76.0,0.0,0.2,S,11.0,-0.0,3.0,,,,,,N,cross-off,186.0,10.0,2.0
Bay Street,Sunday-1-4PM,01 December 2024: 12:19PM,Los Angeles County,Los Angeles County,Bay Street,"['Sunday', 'December', 1, 2024, '4PM']",0.4,WNW,18.0,104.0,114,0.4,WNW,18,104.0,2.0,0.3,SSW,12.0,18.0,2.0,0.1,SW,16.0,45.0,1.0,,,,,,WSW,on,62.0,10.0,7.0
Bay Street,Tuesday-26-4PM,26 November 2024: 7:10PM,Los Angeles County,Los Angeles County,Bay Street,"['Tuesday', 'November', 26, 2024, '4PM']",0.4,WSW,7.0,76.0,79,0.4,WSW,7,76.0,0.0,0.3,S,21.0,-0.0,3.0,0.2,SSW,12.0,27.0,2.0,,,,,,SW,on,49.0,5.0,8.0
Bay Street,Monday-2-1PM,01 December 2024: 12:19PM,Los Angeles County,Los Angeles County,Bay Street,"['Monday', 'December', 2, 2024, '1PM']",0.5,W,16.0,101.0,129,0.5,W,16,101.0,1.0,0.4,SW,17.0,34.0,1.0,0.3,S,12.0,-0.0,3.0,0.2,W,6.0,90.0,1.0,SW,on,49.0,10.0,8.0
Bay Street,Friday-29-1PM,29 November 2024: 7:21PM,Los Angeles County,Los Angeles County,Bay Street,"['Friday', 'November', 29, 2024, '1PM']",0.5,S,14.0,11.0,107,0.5,S,14,11.0,3.0,0.4,W,8.0,90.0,1.0,0.1,W,14.0,90.0,1.0,,,,,,N,cross-off,176.0,10.0,2.0
Bay Street,Saturday-30-7PM,30 November 2024: 12:33PM,Los Angeles County,Los Angeles County,Bay Street,"['Saturday', 'November', 30, 2024, '7PM']",0.4,SSW,13.0,14.0,58,0.4,SSW,13,14.0,2.0,0.2,W,7.0,90.0,1.0,0.1,SW,18.0,45.0,1.0,,,,,,NNW,glass,166.0,0.0,3.0
Bay Street,Tuesday-26-10PM,26 November 2024: 7:10PM,Los Angeles County,Los Angeles County,Bay Street,"['Tuesday', 'November', 26, 2024, '10PM']",0.5,S,20.0,11.0,194,0.5,S,20,11.0,3.0,0.4,WSW,7.0,76.0,0.0,0.3,SSW,12.0,18.0,2.0,,,,,,SSW,glass,28.0,0.0,7.0
Bay Street,Wednesday-27-10AM,26 November 2024: 7:10PM,Los Angeles County,Los Angeles County,Bay Street,"['Wednesday', 'November', 27, 2024, '10AM']",0.6,S,18.0,9.0,232,0.6,S,18,9.0,3.0,0.4,WSW,6.0,76.0,0.0,0.2,SSW,12.0,27.0,2.0,,,,,,SW,glass,47.0,5.0,8.0
Bay Street,Wednesday-27-1AM,26 November 2024: 7:10PM,Los Angeles County,Los Angeles County,Bay Street,"['Wednesday', 'November', 27, 2024, '1AM']",0.6,S,19.0,9.0,273,0.6,S,19,9.0,3.0,0.4,WSW,7.0,76.0,0.0,0.3,SSW,12.0,18.0,2.0,,,,,,WSW,glass,60.0,5.0,7.0
Bay Street,Wednesday-27-7PM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,Bay Street,"['Wednesday', 'November', 27, 2024, '7PM']",0.7,S,18.0,8.0,307,0.7,S,18,8.0,3.0,0.4,WSW,6.0,76.0,0.0,0.2,S,11.0,-0.0,3.0,,,,,,WSW,glass,61.0,5.0,7.0
Beer Can Beach,Tuesday-26-7PM,26 November 2024: 7:10PM,Santa Cruz County,Santa Cruz County,Beer Can Beach,"['Tuesday', 'November', 26, 2024, '7PM']",0.4,S,21.0,-0.0,142,0.4,S,21,-0.0,1.0,0.4,SW,6.0,34.0,1.0,-0.7,WNW,9.0,117.0,4.0,,,,,,NE,cross,229.0,5.0,4.0
Beer Can Beach,Friday-29-10PM,29 November 2024: 7:21PM,Santa Cruz County,Santa Cruz County,Beer Can Beach,"['Friday', 'November', 29, 2024, '10PM']",0.6,S,14.0,9.0,153,0.6,S,14,9.0,1.0,0.3,WSW,7.0,72.0,2.0,-0.4,WNW,12.0,104.0,4.0,,,,,,NE,cross,223.0,10.0,4.0
Beer Can Beach,Saturday-30-1PM,30 November 2024: 12:33PM,Santa Cruz County,Santa Cruz County,Beer Can Beach,"['Saturday', 'November', 30, 2024, '1PM']",0.5,S,13.0,11.0,90,0.5,S,13,11.0,1.0,0.2,WSW,7.0,63.0,2.0,-0.4,WNW,12.0,117.0,4.0,,,,,,SE,on,313.0,5.0,8.0
Beer Can Beach,Saturday-30-7AM,29 November 2024: 7:21PM,Santa Cruz County,Santa Cruz County,Beer Can Beach,"['Saturday', 'November', 30, 2024, '7AM']",0.5,S,14.0,11.0,97,0.5,S,14,11.0,1.0,0.3,NE,3.0,225.0,7.0,0.2,WSW,7.0,63.0,2.0,-0.4,WNW,12.0,104.0,4.0,NE,cross-off,214.0,10.0,4.0
Beer Can Beach,Sunday-1-4AM,30 November 2024: 12:33PM,Santa Cruz County,Santa Cruz County,Beer Can Beach,"['Sunday', 'December', 1, 2024, '4AM']",0.5,S,13.0,11.0,87,0.5,S,13,11.0,1.0,-0.5,WNW,12.0,112.0,4.0,-0.9,WNW,19.0,108.0,4.0,,,,,,NNE,cross-off,212.0,10.0,3.0
Beer Can Beach,Tuesday-26-10PM,26 November 2024: 7:10PM,Santa Cruz County,Santa Cruz County,Beer Can Beach,"['Tuesday', 'November', 26, 2024, '10PM']",0.4,S,21.0,-0.0,134,0.4,S,21,-0.0,1.0,-0.4,WNW,13.0,104.0,4.0,-0.7,WNW,9.0,117.0,4.0,,,,,,NNE,cross-off,196.0,10.0,3.0
Beer Can Beach,Wednesday-27-7AM,26 November 2024: 7:10PM,Santa Cruz County,Santa Cruz County,Beer Can Beach,"['Wednesday', 'November', 27, 2024, '7AM']",0.8,S,19.0,7.0,480,0.8,S,19,7.0,1.0,0.4,SSW,12.0,14.0,0.0,-0.8,WNW,13.0,113.0,4.0,,,,,,NNE,cross-off,205.0,10.0,3.0
Beer Can Beach,Wednesday-27-10AM,26 November 2024: 7:10PM,Santa Cruz County,Santa Cruz County,Beer Can Beach,"['Wednesday', 'November', 27, 2024, '10AM']",0.8,S,19.0,7.0,480,0.8,S,19,7.0,1.0,-0.4,WNW,12.0,117.0,4.0,-0.6,WNW,8.0,121.0,4.0,,,,,,NNE,cross-off,211.0,10.0,3.0
Big River,Tuesday-26-1PM,26 November 2024: 7:10PM,Mendocino County,Mendocino County,Big River,"['Tuesday', 'November', 26, 2024, '1PM']",1.3,WNW,9.0,119.0,238,1.3,WNW,9,119.0,1.0,0.5,WNW,14.0,112.0,1.0,0.5,S,6.0,-0.0,4.0,,,,,,NW,cross,136.0,10.0,4.0
Big River,Friday-29-1PM,29 November 2024: 7:21PM,Mendocino County,Mendocino County,Big River,"['Friday', 'November', 29, 2024, '1PM']",0.7,S,15.0,8.0,218,0.7,S,15,8.0,4.0,0.5,WNW,12.0,112.0,1.0,0.4,NW,6.0,135.0,2.0,,,,,,NW,cross,133.0,10.0,4.0
Big River,Saturday-30-1PM,30 November 2024: 12:33PM,Mendocino County,Mendocino County,Big River,"['Saturday', 'November', 30, 2024, '1PM']",0.7,NW,6.0,146.0,136,0.7,NW,6,146.0,2.0,0.6,WNW,12.0,108.0,1.0,0.6,S,14.0,9.0,4.0,,,,,,NW,cross,130.0,10.0,4.0
Big River,Saturday-30-7AM,29 November 2024: 7:21PM,Mendocino County,Mendocino County,Big River,"['Saturday', 'November', 30, 2024, '7AM']",0.6,NW,6.0,141.0,150,0.6,NW,6,141.0,2.0,0.6,S,14.0,9.0,4.0,0.6,WNW,12.0,108.0,1.0,,,,,,ESE,cross-off,285.0,10.0,3.0
